利用日	利用店名・商品名	利用者	支払方法	利用金額	支払手数料	支払総額	2月支払金額	3月繰越残高	新規サイン	決済日	備考
2025/3/14	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202504	
2025/3/14	ﾆｸｼﾞﾕｳｷﾞﾖｳｻﾞﾉﾀﾞﾝ	本人	1回払い	1653	0	1653	1653	0	*	202504	
2025/3/14	PAYPAL *STEAM GAMES利用国GBR	本人	1回払い	1120	0	1120	1120	0	*	202504	現地利用額　　　　　　１１２０．０００変換レート　　　１．０００円
2025/3/14	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	267	0	267	267	0	*	202504	
2025/3/14	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	803	0	803	803	0	*	202504	
2025/3/14	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/03 1576-780-1077	本人	1回払い	9814	0	9814	9814	0	*	202504	
2025/3/13	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	783	0	783	783	0	*	202504	
2025/3/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202504	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/3/11	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	540	0	540	540	0	*	202504	
2025/3/11	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202504	
2025/3/11	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	128	0	128	128	0	*	202504	
2025/3/11	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	817	0	817	817	0	*	202504	
2025/3/9	ﾀｲﾑｽﾞｶ-	本人	1回払い	220	0	220	220	0	*	202504	
2025/3/8	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	4130	0	4130	4130	0	*	202504	
2025/3/8	AMAZON.CO.JP	本人	1回払い	400	0	400	400	0	*	202504	
2025/3/6	ファミリーマート	本人	1回払い	181	0	181	181	0	*	202504	
2025/3/6	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202504	
2025/3/6	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	924	0	924	924	0	*	202504	
2025/3/6	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1001	0	1001	1001	0	*	202504	
2025/3/6	ＮＵＲＯ光　ご利用料金	本人	1回払い	2540	0	2540	2540	0	*	202504	
2025/3/5	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	969	0	969	969	0	*	202504	
2025/3/4	ﾋﾞｰﾋﾞｰｷｭｰｵﾘｰﾌﾞﾎﾟ	本人	1回払い	2980	0	2980	2980	0	*	202504	
2025/3/4	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	9527	0	9527	9527	0	*	202504	
2025/3/4	ﾀｲﾑｽﾞｶ-	本人	1回払い	660	0	660	660	0	*	202504	
2025/3/3	ｷﾉｸﾆﾔｱﾝﾄﾚｴｷｱｷﾀｾﾝ	本人	1回払い	773	0	773	773	0	*	202504	
2025/3/3	ファミリーマート	本人	1回払い	181	0	181	181	0	*	202504	
2025/3/3	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	601	0	601	601	0	*	202504	
2025/3/2	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	400	0	400	400	0	*	202504	
2025/3/2	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	222	0	222	222	0	*	202504	
2025/3/2	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2950	0	2950	2950	0	*	202504	
2025/3/2	ｺ-ﾋ-ﾊｳｽﾄﾑﾄﾑﾘﾕｳｶﾞ	本人	1回払い	1861	0	1861	1861	0	*	202504	
2025/3/2	ローソン	本人	1回払い	449	0	449	449	0	*	202504	
2025/3/2	ﾀｲﾑｽﾞｶ-	本人	1回払い	8430	0	8430	8430	0	*	202504	
2025/3/2	ＥＴＣカード売上	ETC	1回払い	470	0	470	470	0	*	202504	ﾂﾂﾐﾄﾞｵﾘﾆ   ｹｲﾖｳﾄﾞｳｾﾂ
2025/3/2	ＥＴＣカード売上	ETC	1回払い	500	0	500	500	0	*	202504	ｼﾞﾖｳﾊﾞﾝﾄﾞｳ ﾂﾂﾐﾄﾞｵﾘｳｴ
2025/3/2	ＥＴＣカード売上	ETC	1回払い	290	0	290	290	0	*	202504	ｼﾕﾄｾﾂｿﾞｸｸﾀ ﾌﾅﾊﾞｼﾎﾝｾﾝ
2025/3/2	ＥＴＣカード売上	ETC	1回払い	1400	0	1400	1400	0	*	202504	ﾐﾔﾉｷﾞ      ｲﾀｺ
2025/3/2	ＥＴＣカード売上	ETC	1回払い	1110	0	1110	1110	0	*	202504	ｳｼｸｱﾐ      ﾐｻﾄ
2025/3/1	ﾀﾞｲｷﾁﾔ	本人	1回払い	6380	0	6380	6380	0	*	202504	
2025/3/1	SQ*ｶﾗｵｹﾓﾘﾉｴﾝ	本人	1回払い	4000	0	4000	4000	0	*	202504	
2025/2/28	ＩＩＪ　サービス料金	本人	1回払い	1950	0	1950	1950	0	*	202504	
2025/4/30	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202505	
2025/4/27	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202505	
2025/4/26	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202505	
2025/4/26	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202505	
2025/4/26	AMAZON.CO.JP	本人	1回払い	1104	0	1104	1104	0	*	202505	
2025/4/26	ﾄﾞﾝｷﾎｰﾃｷﾀｾﾝｼﾞｭﾆｼ	本人	1回払い	1610	0	1610	1610	0	*	202505	
2025/4/26	ﾗｲﾌﾛｸﾁﾖｳｴｷﾏｴﾃﾝ	本人	1回払い	3433	0	3433	3433	0	*	202505	
2025/4/25	ｾﾝｼﾞﾕｶﾀｽﾐ	本人	1回払い	10080	0	10080	10080	0	*	202505	
2025/4/25	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	160	0	160	160	0	*	202505	
2025/4/25	ﾌﾞﾀｲｽﾞｱｶｸﾛ/NFC	本人	1回払い	10680	0	10680	10680	0	*	202505	
2025/4/24	ローソン	本人	1回払い	823	0	823	823	0	*	202505	
2025/4/24	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1770	0	1770	1770	0	*	202505	
2025/4/24	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	663	0	663	663	0	*	202505	
2025/4/23	ローソン	本人	1回払い	513	0	513	513	0	*	202505	
2025/4/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202505	
2025/4/20	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	4392	0	4392	4392	0	*	202505	
2025/4/20	4001034ﾀﾅｶｻﾝﾁﾖｳﾒ	本人	1回払い	258	0	258	258	0	*	202505	
2025/4/20	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	750	0	750	750	0	*	202505	
2025/4/20	ｶﾗｵｹﾊﾞﾝﾊﾞﾝ ｷﾀｾﾝｼ	本人	1回払い	2100	0	2100	2100	0	*	202505	
2025/4/20	ｺｺｶﾗﾌｱｲﾝ	本人	1回払い	2345	0	2345	2345	0	*	202505	
2025/4/19	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1516	0	1516	1516	0	*	202505	
2025/4/19	ｽｲｻﾝｲﾁﾊﾞ	本人	1回払い	25850	0	25850	25850	0	*	202505	
2025/4/17	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1180	0	1180	1180	0	*	202505	
2025/4/17	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202505	
2025/4/17	ローソン	本人	1回払い	1135	0	1135	1135	0	*	202505	
2025/4/17	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	643	0	643	643	0	*	202505	
2025/4/16	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	85	0	85	85	0	*	202505	
2025/4/16	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	600	0	600	600	0	*	202505	
2025/4/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202505	
2025/4/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202505	
2025/4/15	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/04 1576-780-1077	本人	1回払い	10433	0	10433	10433	0	*	202505	
2025/4/13	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	10559	0	10559	10559	0	*	202505	
2025/4/13	ﾀｲﾑｽﾞｶ-	本人	1回払い	880	0	880	880	0	*	202505	
2025/4/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202505	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/4/12	ﾏﾂﾔ ｷﾀｾﾝｼﾞﾕﾋｶﾞｼｸ	本人	1回払い	1330	0	1330	1330	0	*	202505	現地利用額　　　　　　　７４７．０００変換レート　　　１．０００円
2025/4/12	PAYPAL *STEAM GAMES利用国GBR	本人	1回払い	747	0	747	747	0	*	202505	
2025/4/12	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	797	0	797	797	0	*	202505	
2025/4/12	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202505	
2025/4/11	ローソン	本人	1回払い	609	0	609	609	0	*	202505	
2025/4/11	ﾏﾀﾞﾑｱﾝﾎ-ﾑｷﾂﾁﾝ	本人	1回払い	1200	0	1200	1200	0	*	202505	
2025/4/11	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1530	0	1530	1530	0	*	202505	
2025/4/11	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	1518	0	1518	1518	0	*	202505	
2025/4/10	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	437	0	437	437	0	*	202505	
2025/4/9	ファミリーマート	本人	1回払い	581	0	581	581	0	*	202505	
2025/4/9	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	826	0	826	826	0	*	202505	
2025/4/7	JRﾋｶﾞｼﾆﾎﾝ ﾐﾄﾞ ﾘﾉﾏﾄﾞ	本人	1回払い	180	0	180	180	0	*	202505	
2025/4/7	ファミリーマート	本人	1回払い	170	0	170	170	0	*	202505	
2025/4/7	ｴﾄﾞﾑﾗ/NFC	本人	1回払い	25067	0	25067	25067	0	*	202505	
2025/4/6	ローソン	本人	1回払い	457	0	457	457	0	*	202505	
2025/4/6	ﾆﾎﾝｺｳﾂｳｶﾌﾞｼｷｶﾞｲｼ	本人	1回払い	2900	0	2900	2900	0	*	202505	
2025/4/6	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	1584	0	1584	1584	0	*	202505	
2025/4/6	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2550	0	2550	2550	0	*	202505	
2025/4/6	楽天ＳＰ　ソジュハンザン	本人	1回払い	20251	0	20251	20251	0	*	202505	
2025/4/5	ローソン	本人	1回払い	1020	0	1020	1020	0	*	202505	
2025/4/4	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	4105	0	4105	4105	0	*	202505	
2025/4/4	ﾏﾂﾔ ｷﾀｾﾝｼﾞﾕﾋｶﾞｼｸ	本人	1回払い	1060	0	1060	1060	0	*	202505	
2025/4/4	ファミリーマート	本人	1回払い	400	0	400	400	0	*	202505	
2025/4/4	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	226	0	226	226	0	*	202505	
2025/4/4	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	471	0	471	471	0	*	202505	
2025/4/4	ＮＵＲＯ光　ご利用料金	本人	1回払い	2540	0	2540	2540	0	*	202505	
2025/4/2	ローソン	本人	1回払い	198	0	198	198	0	*	202505	
2025/3/31	ＩＩＪ　サービス料金	本人	1回払い	1774	0	1774	1774	0	*	202505	
2025/5/31	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3149	0	3149	3149	0	*	202506	
2025/5/31	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	5198	0	5198	5198	0	*	202506	
2025/5/31	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	9293	0	9293	9293	0	*	202506	
2025/5/31	ﾀｲﾑｽﾞｶ-	本人	1回払い	1320	0	1320	1320	0	*	202506	
2025/5/30	ローソン	本人	1回払い	239	0	239	239	0	*	202506	
2025/5/29	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	413	0	413	413	0	*	202506	
2025/5/29	ｺｺｲﾁﾊﾞﾝﾔ ｱｷﾊﾊﾞﾗｴ	本人	1回払い	1879	0	1879	1879	0	*	202506	
2025/5/29	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	913	0	913	913	0	*	202506	
2025/5/28	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3190	0	3190	3190	0	*	202506	
2025/5/28	25/04-25/05ｽｲﾄﾞｳ	本人	1回払い	5317	0	5317	5317	0	*	202506	
2025/5/26	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	408	0	408	408	0	*	202506	
2025/5/26	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	892	0	892	892	0	*	202506	
2025/5/25	ローソン	本人	1回払い	743	0	743	743	0	*	202506	
2025/5/24	ｵ-ｹ- ｶｼﾜﾀｶｼﾏﾔｽﾃ-	本人	1回払い	2864	0	2864	2864	0	*	202506	
2025/5/24	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2440	0	2440	2440	0	*	202506	
2025/5/24	ﾕﾆｸﾛ/NFC	本人	1回払い	6950	0	6950	6950	0	*	202506	
2025/5/24	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	534	0	534	534	0	*	202506	
2025/5/23	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1463	0	1463	1463	0	*	202506	
2025/5/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202506	
2025/5/22	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1696	0	1696	1696	0	*	202506	
2025/5/22	ﾆｭｰﾃﾞｲｽﾞ･ｷｵｽｸ  ｼﾝｼﾞ	本人	1回払い	158	0	158	158	0	*	202506	
2025/5/21	ローソン	本人	1回払い	340	0	340	340	0	*	202506	
2025/5/21	ｲｷﾅﾘｽﾃ-ｷｷﾀ	本人	1回払い	3470	0	3470	3470	0	*	202506	
2025/5/21	ﾄｳｷﾖｳｾﾝｼﾞﾕ.ｼﾖｳｼｶ	本人	1回払い	11000	0	11000	11000	0	*	202506	
2025/5/20	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202506	
2025/5/20	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	676	0	676	676	0	*	202506	
2025/5/18	ﾏｸﾄﾞﾅﾙﾄﾞ	本人	1回払い	490	0	490	490	0	*	202506	
2025/5/17	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	1536	0	1536	1536	0	*	202506	
2025/5/17	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	13834	0	13834	13834	0	*	202506	
2025/5/17	ﾀｲﾑｽﾞｶ-	本人	1回払い	1100	0	1100	1100	0	*	202506	
2025/5/16	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202506	
2025/5/16	ファミリーマート	本人	1回払い	220	0	220	220	0	*	202506	
2025/5/16	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/05 1576-780-1077	本人	1回払い	9265	0	9265	9265	0	*	202506	
2025/5/15	ファミリーマート	本人	1回払い	240	0	240	240	0	*	202506	
2025/5/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202506	
2025/5/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202506	
2025/5/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202506	
2025/5/15	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	836	0	836	836	0	*	202506	
2025/5/14	ローソン	本人	1回払い	600	0	600	600	0	*	202506	
2025/5/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202506	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/5/12	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	932	0	932	932	0	*	202506	
2025/5/12	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	2010	0	2010	2010	0	*	202506	
2025/5/12	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	428	0	428	428	0	*	202506	
2025/5/10	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	5815	0	5815	5815	0	*	202506	
2025/5/10	ﾀｲﾑｽﾞｶ-	本人	1回払い	1320	0	1320	1320	0	*	202506	
2025/5/9	ﾊｺﾀﾞﾃｵﾙｺﾞ-ﾙﾄﾞｳ/N	本人	1回払い	7920	0	7920	7920	0	*	202506	
2025/5/8	ファミリーマート	本人	1回払い	3593	0	3593	3593	0	*	202506	
2025/5/8	ｺﾞﾘﾖｳｶｸﾀﾜ-ﾃﾝﾎﾞｳﾊ	本人	1回払い	1430	0	1430	1430	0	*	202506	
2025/5/8	ﾊｺﾀﾞﾃﾆｼﾊﾄﾊﾞ	本人	1回払い	2139	0	2139	2139	0	*	202506	
2025/5/8	ﾊｺﾀﾞﾃﾆｼﾊﾄﾊﾞ	本人	1回払い	830	0	830	830	0	*	202506	
2025/5/8	ﾀｲﾑｽﾞｶ-	本人	1回払い	1320	0	1320	1320	0	*	202506	
2025/5/7	ことぶき第一交通	本人	1回払い	600	0	600	600	0	*	202506	
2025/5/7	道南ハイヤー	本人	1回払い	600	0	600	600	0	*	202506	
2025/5/7	ファミリーマート	本人	1回払い	1607	0	1607	1607	0	*	202506	
2025/5/7	ファミリーマート	本人	1回払い	165	0	165	165	0	*	202506	
2025/5/7	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	750	0	750	750	0	*	202506	
2025/5/7	ＮＵＲＯ光　ご利用料金	本人	1回払い	2870	0	2870	2870	0	*	202506	
2025/5/5	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	2950	0	2950	2950	0	*	202506	
2025/5/5	SQ*ｶﾗｵｹﾓﾘﾉｴﾝ	本人	1回払い	4000	0	4000	4000	0	*	202506	
2025/5/5	ｹﾝﾀﾂｷ-ﾌﾗｲﾄﾞﾁｷﾝ	本人	1回払い	910	0	910	910	0	*	202506	
2025/5/4	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	10811	0	10811	10811	0	*	202506	
2025/5/4	ﾀｲﾑｽﾞｶ-	本人	1回払い	660	0	660	660	0	*	202506	
2025/5/1	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	599	0	599	599	0	*	202506	
2025/4/30	ＩＩＪ　サービス料金	本人	1回払い	1928	0	1928	1928	0	*	202506	
2025/6/30	ファミリーマート	本人	1回払い	325	0	325	325	0	*	202507	
2025/6/29	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	2037	0	2037	2037	0	*	202507	
2025/6/27	ﾋﾞｰﾋﾞｰｷｭｰｵﾘｰﾌﾞﾎﾟ	本人	1回払い	3150	0	3150	3150	0	*	202507	
2025/6/27	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	7270	0	7270	7270	0	*	202507	
2025/6/27	ﾀｲﾑｽﾞｶ-	本人	1回払い	440	0	440	440	0	*	202507	
2025/6/26	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3284	0	3284	3284	0	*	202507	
2025/6/25	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	1188	0	1188	1188	0	*	202507	
2025/6/25	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	613	0	613	613	0	*	202507	
2025/6/25	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	1727	0	1727	1727	0	*	202507	
2025/6/25	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	836	0	836	836	0	*	202507	
2025/6/24	ヨークフーズ　食品	本人	1回払い	1900	0	1900	1900	0	*	202507	
2025/6/24	ﾚｲﾘ-	本人	1回払い	16500	0	16500	16500	0	*	202507	
2025/6/24	ｷﾀｾﾝｼﾞﾕ ﾏﾙｲ/NFC	本人	1回払い	1354	0	1354	1354	0	*	202507	
2025/6/24	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	334	0	334	334	0	*	202507	
2025/6/23	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	1930	0	1930	1930	0	*	202507	
2025/6/23	ｱﾏｿﾞﾝﾌﾟﾗｲﾑｶｲﾋ	本人	1回払い	600	0	600	600	0	*	202507	
2025/6/22	ﾀﾞｲｿ-/NFC	本人	1回払い	330	0	330	330	0	*	202507	
2025/6/22	ｽ-ﾊﾟ-ﾍﾞﾙｸｽﾊﾅﾊﾀﾁﾕ	本人	1回払い	5135	0	5135	5135	0	*	202507	
2025/6/22	ﾀｲﾑｽﾞｶ-	本人	1回払い	1540	0	1540	1540	0	*	202507	
2025/6/22	ﾐﾆｽﾄﾂﾌﾟｱﾀﾞﾁﾀｹﾉﾂｶ	本人	1回払い	1058	0	1058	1058	0	*	202507	
2025/6/21	ローソン	本人	1回払い	1060	0	1060	1060	0	*	202507	
2025/6/21	ﾄﾝｶﾝ	本人	1回払い	19595	0	19595	19595	0	*	202507	
2025/6/21	楽天ＳＰ　ソジュハンザン	本人	1回払い	12408	0	12408	12408	0	*	202507	
2025/6/20	ｶﾞｽﾄ	本人	1回払い	2130	0	2130	2130	0	*	202507	
2025/6/20	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	836	0	836	836	0	*	202507	
2025/6/19	ローソン	本人	1回払い	300	0	300	300	0	*	202507	
2025/6/19	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3284	0	3284	3284	0	*	202507	
2025/6/17	ファミリーマート	本人	1回払い	403	0	403	403	0	*	202507	
2025/6/17	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	577	0	577	577	0	*	202507	
2025/6/16	AMAZON.CO.JP	本人	1回払い	1935	0	1935	1935	0	*	202507	
2025/6/16	AMAZON.CO.JP	本人	1回払い	1998	0	1998	1998	0	*	202507	
2025/6/16	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	1294	0	1294	1294	0	*	202507	
2025/6/16	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	1620	0	1620	1620	0	*	202507	
2025/6/16	ローソン	本人	1回払い	170	0	170	170	0	*	202507	
2025/6/16	ﾄｳｷｮｳ ｶﾞｽ ｶﾞｽﾘﾖｳｷﾝ  25/06 1576-780-1077	本人	1回払い	7317	0	7317	7317	0	*	202507	
2025/6/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	10000	0	10000	10000	0	*	202507	
2025/6/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(ﾎｹﾝﾘ	本人	1回払い	6820	0	6820	6820	0	*	202507	
2025/6/15	ｽﾐﾄﾓｾｲﾒｲﾎｹﾝ(VITA	本人	1回払い	440	0	440	440	0	*	202507	
2025/6/14	ｳｰﾊﾞｰｲｰﾂ	本人	1回払い	2049	0	2049	2049	0	*	202507	
2025/6/14	ｶﾌﾞｼｷｶﾞｲｼｬﾄﾞﾐﾉﾋﾟ	本人	1回払い	2540	0	2540	2540	0	*	202507	
2025/6/14	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	2765	0	2765	2765	0	*	202507	
2025/6/13	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3221	0	3221	3221	0	*	202507	
2025/6/13	ﾏﾙｴﾂﾁﾖｳﾌﾃﾝ	本人	1回払い	106	0	106	106	0	*	202507	
2025/6/13	ﾚﾝｹﾞｼﾖｸﾄﾞｳﾄｳｼﾕｳﾁ	本人	1回払い	946	0	946	946	0	*	202507	
2025/6/12	GOOGLE *YOUTUBEPREMI利用国GBR	本人	1回払い	1280	0	1280	1280	0	*	202507	現地利用額　　　　　　１２８０．０００変換レート　　　１．０００円
2025/6/10	ＰＡＲＣＯ調布	本人	1回払い	1529	0	1529	1529	0	*	202507	
2025/6/10	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	910	0	910	910	0	*	202507	
2025/6/10	ﾙﾐﾈｷﾀｾﾝｼﾞｭ	本人	1回払い	1188	0	1188	1188	0	*	202507	
2025/6/10	4001030 ﾀﾅｶｴｷﾏｴﾃ	本人	1回払い	355	0	355	355	0	*	202507	
2025/6/10	ﾃﾞｲﾘ-ﾔﾏｻﾞｷ	本人	1回払い	3455	0	3455	3455	0	*	202507	
2025/6/8	ﾋﾞｰﾋﾞｰｷｭｰｵﾘｰﾌﾞﾎﾟ	本人	1回払い	2560	0	2560	2560	0	*	202507	
2025/6/8	ﾗｲﾌﾎﾟﾝﾃﾎﾟﾙﾀｾﾝｼﾞﾕ	本人	1回払い	5873	0	5873	5873	0	*	202507	
2025/6/8	ﾀｲﾑｽﾞｶ-	本人	1回払い	440	0	440	440	0	*	202507	
2025/6/7	ローソン	本人	1回払い	120	0	120	120	0	*	202507	
2025/6/7	ﾋﾞﾙｽﾞｷﾞﾝｻﾞ/NFC	本人	1回払い	5700	0	5700	5700	0	*	202507	
2025/6/7	ｾﾌﾞﾝ ｲﾚﾌﾞﾝ	本人	1回払い	1420	0	1420	1420	0	*	202507	
